gentime,NeAnc,td,lambda,maxn,sampn,data,Model,scheme,Nh,Nc,T,lnL,AIC,NhC,NcC,lnLC,AICC,delta
g1,n10e4,constant,constant,n500,n50,wgs,Change,t0t120,9963.632312,11217.72697,68.55809397,-7782570.39,15565146.78,9977.593772,9977.593772,-7782582.804,15565167.61,-20.8285746
g1,n10e4,constant,constant,n500,n50,wgs,Change,all,9964.291033,12391.00005,98.81528531,-13001588.44,26003182.88,9976.524163,9976.524163,-13001608.21,26003218.42,-35.5338917
g1,n10e4,constant,constant,n500,n50,wgs,Change,t0,9992.020778,10475.16812,61.27038864,-5232425.559,10464857.12,9992.221465,9992.221465,-5232427.087,10464856.17,0.942309
g1,n10e4,constant,constant,n500,n50,wgs,Change,t0t120,9983.954846,9910.487068,68.54973419,-7812185.554,15624377.11,9983.056632,9983.056632,-7812185.531,15624373.06,4.046584198
g1,n10e4,constant,constant,n500,n50,wgs,Change,all,9987.14364,10346.42372,16.00985615,-13044004.38,26088014.75,10000.19167,10000.19167,-13044038.34,26088078.68,-63.9306763
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0,10056.57364,32.00653743,10.05934632,-11952.61584,23911.23168,9768.782673,9768.782673,-12255.98625,24513.97251,-602.7408289
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0t120,10872.42639,132.1568265,10.00243076,-18653.95757,37313.91514,9541.316035,9541.316035,-18741.17877,37484.35755,-170.4424076
g1,n10e4,td100,l99,n500,n100,rad10k,Change,all,10918.93487,4614.567338,47.07762486,-31751.23809,63508.47619,10211.11923,10211.11923,-31803.86105,63609.7221,-101.2459153
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0,9771.707169,35.30113619,10.90366891,-11707.0816,23420.16319,9472.946106,9472.946106,-12011.12198,24024.24396,-604.08077
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0t120,10648.44299,128.9575407,11.03195122,-18500.10073,37006.20146,9134.729635,9134.729635,-18601.99873,37205.99745,-199.7959989
g1,n10e4,td100,l99,n500,n100,rad10k,Change,all,10670.82925,2643.023175,77.13988734,-31583.61217,63173.22433,9854.811458,9854.811458,-31646.67802,63295.35604,-122.1317105
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0,9929.464009,35.44343848,10.84281596,-11793.65251,23593.30501,9628.550471,9628.550471,-12096.35996,24194.71993,-601.414918
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0t120,10750.96706,135.3606526,11.61135895,-18370.69233,36747.38467,9229.182547,9229.182547,-18472.98272,36947.96544,-200.5807724
g1,n10e4,td100,l99,n500,n100,rad10k,Change,all,10680.86921,3551.444035,55.98147442,-31085.74606,62177.49212,9794.330553,9794.330553,-31158.01706,62318.03413,-140.54201
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0,10481.58391,33.59455295,11.04146016,-12271.43095,24548.8619,10153.54627,10153.54627,-12596.31504,25194.63009,-645.7681874
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0t120,11194.65413,145.6378617,12.51765656,-19294.87978,38595.75955,9623.709373,9623.709373,-19406.89891,38815.79782,-220.0382728
g1,n10e4,td100,l99,n500,n100,rad10k,Change,all,11137.06957,1835.120235,91.20591064,-32825.39176,65656.78351,10201.18121,10201.18121,-32914.24598,65830.49195,-173.7084412
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0,9488.760934,33.85725338,10.03421985,-11344.30721,22694.61442,9218.257407,9218.257407,-11630.538,23263.07599,-568.4615716
g1,n10e4,td100,l99,n500,n100,rad10k,Change,t0t120,10357.3981,144.3015146,10.00194165,-17714.34874,35434.69748,9172.563853,9172.563853,-17787.29835,35576.59671,-141.8992342
g1,n10e4,td100,l99,n500,n100,rad10k,Change,all,10318.00162,2685.330263,73.07342716,-30378.94234,60763.88469,9487.732692,9487.732692,-30443.37186,60888.74372,-124.8590327
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0,9968.181768,35.68488384,11.00648936,-59187.36569,118380.7314,9663.095819,9663.095819,-60698.98226,121399.9645,-3019.233139
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0t120,10778.70186,119.0730651,10.00078532,-92778.37599,185562.752,9335.190652,9335.190652,-93268.91938,186539.8388,-977.0867926
g1,n10e4,td100,l99,n500,n100,rad50k,Change,all,10783.1655,3659.889102,57.04748374,-157454.2625,314914.525,10015.80634,10015.80634,-157759.1767,315520.3534,-605.8283929
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0,9913.009588,35.30662842,10.72597665,-59124.97149,118255.943,9627.864324,9627.864324,-60610.23037,121222.4607,-2966.517751
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0t120,10711.86243,125.014727,10.50022563,-92558.62727,185123.2545,9247.656565,9247.656565,-93057.22558,186116.4512,-993.1966182
g1,n10e4,td100,l99,n500,n100,rad50k,Change,all,10756.52108,2211.299607,88.72166773,-157516.5056,315039.0112,9921.691321,9921.691321,-157843.587,315689.1739,-650.1626922
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0,10156.11607,35.46754812,10.96476215,-59746.40937,119498.8187,9846.134768,9846.134768,-61260.65495,122523.3099,-3024.491153
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0t120,10926.76656,126.5219609,10.22580982,-93291.37801,186588.756,9527.994763,9527.994763,-93766.43722,187534.8744,-946.1184151
g1,n10e4,td100,l99,n500,n100,rad50k,Change,all,10998.05781,3364.507081,62.98285119,-159080.63,318167.2599,10233.45001,10233.45001,-159380.4479,318762.8959,-595.6359256
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0,10227.84366,29.08285023,10.0197215,-59937.0479,119880.0958,9915.679141,9915.679141,-61529.48068,123060.9614,-3180.865564
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0t120,10992.62657,110.1380281,10.05808945,-94372.615,188751.23,9424.272218,9424.272218,-94932.11656,189866.2331,-1115.003131
g1,n10e4,td100,l99,n500,n100,rad50k,Change,all,11040.93078,3003.736117,70.30231798,-160265.3678,320536.7355,10272.44253,10272.44253,-160568.2857,321138.5714,-601.8358345
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0,10208.5393,30.50156705,10.03677556,-60533.16248,121072.325,9907.15322,9907.15322,-62120.76114,124243.5223,-3171.197321
g1,n10e4,td100,l99,n500,n100,rad50k,Change,t0t120,10995.44792,120.2533345,10.04051427,-94936.17357,189878.3471,9533.933753,9533.933753,-95439.98913,190881.9783,-1003.631114
g1,n10e4,td100,l99,n500,n100,rad50k,Change,all,11035.55399,2661.22683,78.2395096,-161316.4014,322638.8027,10248.96101,10248.96101,-161621.8334,323245.6668,-606.8641031
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0,10192.01612,31.51576098,10.13249313,-6056489.98,12112985.96,9891.251397,9891.251397,-6212302.747,12424607.49,-311621.5343
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0t120,11040.77508,993.5913192,60.824139,-9474074.56,18948155.12,9483.944412,9483.944412,-9522564.471,19045130.94,-96975.82272
g1,n10e4,td100,l99,n500,n100,wgs,Change,all,10998.1164,3098.452474,66.84383587,-16134915.58,32269837.16,10203.18061,10203.18061,-16167056.64,32334115.27,-64278.10933
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0,10159.34067,31.42305473,10.00195677,-6051288.222,12102582.44,9863.720878,9863.720878,-6206285.626,12412573.25,-309990.8079
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0t120,10977.20312,979.3987254,58.55679651,-9451812.687,18903631.37,9500.582245,9500.582245,-9498695.146,18997392.29,-93760.91784
g1,n10e4,td100,l99,n500,n100,wgs,Change,all,10972.64769,3022.854289,72.61809159,-16078115.21,32156236.41,10242.4208,10242.4208,-16105579.78,32211161.57,-54925.15305
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0,10154.22161,31.39284477,10.00186578,-6042659.324,12085324.65,9858.783511,9858.783511,-6197695.132,12395392.26,-310067.6147
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0t120,10929.19296,117.5875582,10.02639037,-9448584.536,18897175.07,9476.633516,9476.633516,-9499567.418,18999136.84,-101961.7645
g1,n10e4,td100,l99,n500,n100,wgs,Change,all,10977.43014,2842.720856,72.34478599,-16088593.87,32177193.75,10173.75809,10173.75809,-16120700.1,32241402.19,-64208.44125
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0,10178.42659,31.22201935,10.00587459,-6062341.321,12124688.64,9884.801703,9884.801703,-6218361.468,12436724.94,-312036.294
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0t120,10966.30589,139.2899335,11.47961985,-9476973.285,18953952.57,9495.663567,9495.663567,-9527880.889,19055763.78,-101811.2094
g1,n10e4,td100,l99,n500,n100,wgs,Change,all,10995.41292,2272.643039,87.51835025,-16135928.57,32271863.15,10189.13408,10189.13408,-16168373.77,32336749.54,-64886.39408
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0,10157.42893,31.38900242,10.00335156,-6045006.359,12090018.72,9865.293218,9865.293218,-6200121.792,12400245.58,-310226.866
g1,n10e4,td100,l99,n500,n100,wgs,Change,t0t120,11010.45111,986.1787499,60.24618763,-9454600.988,18909207.98,9466.126146,9466.126146,-9502899.738,19005801.48,-96593.49951
g1,n10e4,td100,l99,n500,n100,wgs,Change,all,10978.01112,2728.859072,76.46157881,-16105387.61,32210781.22,10204.83756,10204.83756,-16135806.5,32271615.01,-60833.78661
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0,9811.893873,21.8663888,10.15837345,-13442.46978,26890.93956,9414.295807,9414.295807,-14049.8222,28101.6444,-1210.70484
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0t120,11323.93044,112.959756,10.06076224,-21761.14761,43528.29523,8323.628304,8323.628304,-21953.67122,43909.34244,-381.0472112
g1,n10e4,td100,l99,n500,n200,rad10k,Change,all,11441.59879,2943.526373,74.41675132,-37668.801,75343.60201,9548.004997,9548.004997,-37795.80456,75593.60911,-250.0071043
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0,9548.537547,25.15941193,10.60798174,-13129.24146,26264.48293,9176.058224,9176.058224,-13698.25009,27398.50017,-1134.017247
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0t120,11045.36616,134.5043766,10.42553141,-20932.00367,41870.00735,8438.63525,8438.63525,-21089.26829,42180.53657,-310.5292286
g1,n10e4,td100,l99,n500,n200,rad10k,Change,all,11092.03696,3514.528908,65.79001662,-36385.87677,72777.75354,9461.41789,9461.41789,-36489.13741,72980.27481,-202.5212711
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0,10135.70321,21.79215302,10.01060117,-13754.12608,27514.25215,9735.318383,9735.318383,-14357.79332,28717.58664,-1203.334492
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0t120,11578.4256,117.4245919,10.00129624,-22069.00989,44144.01979,8660.279641,8660.279641,-22253.80639,44509.61278,-365.5929915
g1,n10e4,td100,l99,n500,n200,rad10k,Change,all,11577.89265,3085.920947,74.41126339,-38042.27776,76090.55552,9811.884879,9811.884879,-38156.9111,76315.82219,-225.2666742
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0,10535.97107,22.18065042,10.69293023,-14091.94425,28189.8885,10101.39791,10101.39791,-14724.75848,29451.51695,-1261.628453
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0t120,11907.79022,111.2046073,10.02723213,-22752.70136,45511.40272,8764.775603,8764.775603,-22959.19356,45920.38711,-408.9843859
g1,n10e4,td100,l99,n500,n200,rad10k,Change,all,11986.85689,2181.126807,91.69695031,-39310.75181,78627.50363,9937.358937,9937.358937,-39463.57549,78929.15099,-301.6473559
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0,10011.90029,21.842703,10.03825341,-13560.20669,27126.41338,9612.892497,9612.892497,-14162.3434,28326.68679,-1200.273417
g1,n10e4,td100,l99,n500,n200,rad10k,Change,t0t120,11353.84412,114.4854927,10.05820799,-21648.42669,43302.85337,8383.212823,8383.212823,-21839.1037,43680.2074,-377.3540315
g1,n10e4,td100,l99,n500,n200,rad10k,Change,all,11392.18729,3636.343954,60.28328537,-37353.70037,74713.40073,9405.600899,9405.600899,-37486.89969,74975.79937,-262.3986381
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0,10294.46784,22.37234367,10.69314001,-69652.49523,139310.9905,9869.30426,9869.30426,-72793.79096,145589.5819,-6278.591465
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0t120,11701.62522,117.0735508,10.05135254,-111860.1047,223726.2093,8704.424982,8704.424982,-112818.9173,225639.8346,-1913.62527
g1,n10e4,td100,l99,n500,n200,rad50k,Change,all,11695.60728,3327.314285,71.78272009,-193401.1689,386808.3377,10006.18659,10006.18659,-193942.8051,387887.6102,-1079.272499
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0,10042.87678,23.01423219,10.76418108,-67985.26333,135976.5267,9629.536985,9629.536985,-71038.23882,142078.4776,-6101.950978
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0t120,11461.15458,115.8223485,10.02277535,-109658.8255,219323.651,8500.04105,8500.04105,-110601.7584,221205.5168,-1881.865732
g1,n10e4,td100,l99,n500,n200,rad50k,Change,all,11515.05542,3196.437187,71.66436899,-189022.6825,378051.365,9773.72816,9773.72816,-189593.4139,379188.8277,-1137.462689
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0,10212.37139,21.54955648,10.02749739,-68716.06988,137438.1398,9802.405342,9802.405342,-71752.09129,143506.1826,-6068.042824
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0t120,11639.21676,122.3059723,10.1955043,-110340.8007,220687.6014,8720.970327,8720.970327,-111260.2389,222522.4778,-1834.876393
g1,n10e4,td100,l99,n500,n200,rad50k,Change,all,11703.77717,3457.062386,68.26310433,-189924.8966,379855.7931,10036.67035,10036.67035,-190466.8749,380935.7498,-1079.956634
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0,10319.16065,20.63929991,10.40320878,-68842.59838,137691.1968,9869.607493,9869.607493,-71971.35849,143944.717,-6253.520205
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0t120,11690.13677,113.6055534,10.03955886,-110938.6343,221883.2686,8650.279645,8650.279645,-111918.7721,223839.5442,-1956.275568
g1,n10e4,td100,l99,n500,n200,rad50k,Change,all,11706.05436,3028.269219,74.14739485,-191607.3946,383220.7892,9879.605412,9879.605412,-192222.2381,384446.4763,-1225.687108
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0,10002.72043,23.8228844,10.69605305,-68190.03047,136386.0609,9600.515337,9600.515337,-71196.47789,142394.9558,-6008.894845
g1,n10e4,td100,l99,n500,n200,rad50k,Change,t0t120,11436.51769,117.3482335,10.00118423,-109055.7649,218117.5298,8534.803307,8534.803307,-109970.995,219943.9899,-1826.46015
g1,n10e4,td100,l99,n500,n200,rad50k,Change,all,11484.4046,2527.490553,88.43513985,-189206.2652,378418.5304,9722.322732,9722.322732,-189788.9723,379579.9445,-1161.41417
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0,9985.941539,366.2192476,13.65680579,-3345539.252,6691084.504,9938.573027,9938.573027,-3346383.126,6692768.251,-1683.747555
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0t120,9983.936493,2645.126799,85.43413495,-5120927.335,10241860.67,9911.766008,9911.766008,-5121847.242,10243696.48,-1835.813064
g1,n10e4,td100,l99,n500,n20,wgs,Change,all,9984.101184,5898.329486,48.35031839,-8476476.526,16952959.05,9956.868193,9956.868193,-8476779.378,16953560.76,-601.7022881
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0,9995.732514,351.7965555,13.65957913,-3349809.225,6699624.449,9946.788284,9946.788284,-3350685.728,6701373.456,-1749.006671
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0t120,10004.05955,2165.209502,85.27644504,-5137836.822,10275679.64,9913.567823,9913.567823,-5139263.831,10278529.66,-2850.01732
g1,n10e4,td100,l99,n500,n20,wgs,Change,all,9990.432208,5526.868308,48.35809004,-8490746.199,16981498.4,9955.237476,9955.237476,-8491189.155,16982380.31,-881.9133507
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0,10012.14528,343.1996615,13.66163348,-3353948.847,6707903.695,9962.084139,9962.084139,-3354866.184,6709734.369,-1830.674339
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0t120,10011.92268,2619.340117,85.23130597,-5134580.225,10269166.45,9939.098633,9939.098633,-5135522.058,10271046.12,-1879.666582
g1,n10e4,td100,l99,n500,n20,wgs,Change,all,10028.8132,6602.376075,48.35619572,-8466752.847,16933511.69,10006.30581,10006.30581,-8466928.549,16933859.1,-347.4034549
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0,9978.718399,366.4566466,13.65797711,-3346687.804,6693381.608,9931.442856,9931.442856,-3347519.695,6695041.39,-1659.782013
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0t120,9983.276604,2140.369994,85.50281656,-5124168.274,10248342.55,9891.419736,9891.419736,-5125611.746,10251225.49,-2882.943914
g1,n10e4,td100,l99,n500,n20,wgs,Change,all,9994.150122,6703.735613,48.35900723,-8464616.414,16929238.83,9972.741636,9972.741636,-8464773.878,16929549.76,-310.9263494
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0,9979.251989,336.4372056,13.66418867,-3341549.87,6683105.739,9928.431018,9928.431018,-3342502.182,6685006.364,-1900.624947
g1,n10e4,td100,l99,n500,n20,wgs,Change,t0t120,9990.518136,2341.516099,85.26894899,-5124124.218,10248254.44,9907.885092,9907.885092,-5125314.571,10250631.14,-2376.705864
g1,n10e4,td100,l99,n500,n20,wgs,Change,all,9993.227409,4631.897897,79.32048173,-8463201.489,16926408.98,9964.436618,9964.436618,-8463483.52,16926969.04,-560.0619407
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0,9602.12192,1924.33599,67.45625805,-9893.954852,19793.9097,9547.574663,9547.574663,-9903.279103,19808.55821,-14.6485016
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0t120,9641.323058,477.6264609,19.7760638,-15182.82245,30371.64491,9239.221154,9239.221154,-15197.47304,30396.94608,-25.30117352
g1,n10e4,td100,l99,n500,n50,rad10k,Change,all,9614.586834,6373.304459,46.76046277,-25342.19885,50690.3977,9522.077675,9522.077675,-25344.57011,50691.14021,-0.742509493
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0,9915.906135,2527.278232,67.44383904,-10156.19049,20318.38098,9875.652665,9875.652665,-10161.84788,20325.69576,-7.314779956
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0t120,9892.611593,710.4729274,19.47262289,-15440.20534,30886.41068,9614.124035,9614.124035,-15447.71151,30897.42301,-11.01232903
g1,n10e4,td100,l99,n500,n50,rad10k,Change,all,9797.972846,5585.088548,83.11053405,-25757.63776,51521.27553,9728.82159,9728.82159,-25759.1334,51520.26679,1.008735227
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0,10249.58082,1588.326453,67.22553937,-10309.8674,20625.73481,10184.65674,10184.65674,-10322.98962,20647.97923,-22.24442879
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0t120,10319.51009,286.352281,19.73598467,-15904.58198,31815.16395,9725.793742,9725.793742,-15938.01048,31878.02095,-62.85699602
g1,n10e4,td100,l99,n500,n50,rad10k,Change,all,10242.40714,1873.825048,119.328131,-26621.53325,53249.06651,10012.2006,10012.2006,-26636.53689,53275.07377,-26.00726322
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0,9728.438697,369.2062901,11.91401339,-9887.110423,19780.22085,9689.432988,9689.432988,-9894.111996,19790.22399,-10.00314682
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0t120,9725.079589,384.0599899,19.77138209,-15232.71879,30471.43759,9245.204043,9245.204043,-15253.72496,30509.44993,-38.01233895
g1,n10e4,td100,l99,n500,n50,rad10k,Change,all,9672.95945,3594.99099,91.80678525,-25178.10832,50362.21665,9525.866811,9525.866811,-25183.60118,50369.20236,-6.985717201
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0,9304.725526,374.2423825,11.48667345,-9551.879945,19109.75989,9267.219912,9267.219912,-9558.246294,19118.49259,-8.732698074
g1,n10e4,td100,l99,n500,n50,rad10k,Change,t0t120,9337.10968,1298.211357,44.49232736,-14675.22303,29356.44606,8973.736476,8973.736476,-14687.21346,29376.42691,-19.9808544
g1,n10e4,td100,l99,n500,n50,rad10k,Change,all,9314.025943,2046.861613,119.9937559,-24476.85547,48959.71093,9101.972646,9101.972646,-24487.76325,48977.5265,-17.81556375
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0,10060.7598,1307.462913,67.40261814,-50444.77276,100895.5455,9983.654873,9983.654873,-50532.47636,101066.9527,-171.4072049
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0t120,10149.2658,412.6248719,19.73533994,-77799.10907,155604.2181,9717.452842,9717.452842,-77890.04151,155782.083,-177.8648916
g1,n10e4,td100,l99,n500,n50,rad50k,Change,all,10051.69577,5669.340406,46.97090905,-129621.8041,259249.6083,9923.302962,9923.302962,-129648.1387,259298.2775,-48.66917721
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0,9785.665735,2029.573642,67.20811207,-49857.54548,99721.09096,9737.792755,9737.792755,-49897.93151,99797.86301,-76.77205199
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0t120,9857.256984,439.8304968,19.7415234,-76584.18661,153174.3732,9445.344069,9445.344069,-76665.8664,153333.7328,-159.3595845
g1,n10e4,td100,l99,n500,n50,rad50k,Change,all,9797.401542,5644.893298,46.9792627,-127909.3431,255824.6862,9670.211166,9670.211166,-127934.5599,255871.1198,-46.43363523
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0,9958.449445,2196.237237,67.1813832,-50431.02603,100868.0521,9912.148394,9912.148394,-50466.99299,100935.986,-67.93393009
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0t120,9937.632291,570.9566534,19.57467877,-77172.80797,154351.6159,9602.930982,9602.930982,-77226.12653,154454.2531,-102.6371327
g1,n10e4,td100,l99,n500,n50,rad50k,Change,all,9973.391955,4471.549051,95.75899674,-129097.7372,258201.4744,9879.854695,9879.854695,-129111.0708,258224.1415,-22.66713848
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0,10044.53884,1410.443615,45.98394201,-51327.96916,102661.9383,9997.943883,9997.943883,-51370.71366,102743.4273,-81.48900668
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0t120,10020.00337,1292.403953,44.43004908,-78354.53271,156715.0654,9650.466429,9650.466429,-78418.90211,156839.8042,-124.7387928
g1,n10e4,td100,l99,n500,n50,rad50k,Change,all,10067.53814,2950.468928,114.6560775,-131109.0337,262224.0673,9918.564895,9918.564895,-131139.5441,262281.0883,-57.0209635
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0,9766.408804,2106.202699,67.17182609,-49933.11835,99872.2367,9715.245799,9715.245799,-49973.70171,99949.40342,-77.16671399
g1,n10e4,td100,l99,n500,n50,rad50k,Change,t0t120,9701.692355,506.1639784,19.59322044,-76538.84074,153083.6815,9320.544889,9320.544889,-76604.97159,153211.9432,-128.2616861
g1,n10e4,td100,l99,n500,n50,rad50k,Change,all,9764.54838,3049.825777,119.9312498,-128002.8362,256011.6724,9624.835775,9624.835775,-128029.0128,256060.0255,-48.35309557
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0,10010.05845,359.8404742,13.57880694,-5110579.964,10221165.93,9963.007026,9963.007026,-5115068.709,10230139.42,-8973.490325
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0t120,10016.49767,2332.436191,85.61628374,-7823673.102,15647352.2,9632.55156,9632.55156,-7830563.582,15661129.16,-13776.95976
g1,n10e4,td100,l99,n500,n50,wgs,Change,all,10020.01563,3889.376079,87.81577663,-13064551.54,26129109.09,9888.837426,9888.837426,-13067053.89,26134109.78,-5000.690117
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0,10005.58557,352.0119177,13.5711315,-5113964.18,10227934.36,9956.981053,9956.981053,-5118666.687,10237335.37,-9401.014217
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0t120,10003.15236,2280.634819,85.61865784,-7832000.456,15664006.91,9606.258237,9606.258237,-7839231.668,15678465.34,-14458.42355
g1,n10e4,td100,l99,n500,n50,wgs,Change,all,10004.43936,3213.998714,108.7047039,-13073126.41,26146258.83,9862.563084,9862.563084,-13075904.05,26151810.1,-5551.265639
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0,9980.57561,353.8106293,13.58287744,-5093770.323,10187546.65,9932.616055,9932.616055,-5098369.669,10196741.34,-9194.691734
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0t120,10001.22863,2201.381561,85.61357414,-7816461.256,15632928.51,9591.533609,9591.533609,-7824224.156,15648450.31,-15521.80053
g1,n10e4,td100,l99,n500,n50,wgs,Change,all,9985.200272,3489.908106,100.2694684,-13045618.13,26091242.27,9851.064628,9851.064628,-13048206.08,26096414.15,-5171.882774
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0,9986.238018,355.0483967,13.58844946,-5095847.381,10191700.76,9938.218258,9938.218258,-5100419.801,10200841.6,-9140.8404
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0t120,10002.8856,2132.562559,85.60432297,-7812452.06,15624910.12,9578.646897,9578.646897,-7820712.717,15641427.43,-16517.31313
g1,n10e4,td100,l99,n500,n50,wgs,Change,all,9996.149026,3317.089255,116.9723146,-13051766.38,26103538.76,9873.196493,9873.196493,-13054044.48,26108090.96,-4552.198653
