gentime,NeAnc,td,lambda,maxn,sampn,data,Model,scheme,Nh,Nc,T,lnL,AIC,NhC,NcC,lnLC,AICC,delta
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0,9981.654728,393.9888872,13.57484382,-5108659.025,10217324.05,9937.570379,9937.570379,-5112642.806,10225287.61,-7963.562768
g1,n10e4,td100,l99,n500,n50,wgs,Change,t0t120,9963.221118,2346.725181,85.61703786,-7818993.58,15637993.16,9578.398473,9578.398473,-7825832.513,15651667.03,-13673.86609
g1,n10e4,td100,l99,n500,n50,wgs,Change,all,9992.625842,3023.65379,119.9232036,-13042834.21,26085674.41,9855.189408,9855.189408,-13045547.94,26091097.87,-5423.458614
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0,10015.34884,32.36417808,10.10392204,-11979.86471,23965.72943,9729.078278,9729.078278,-12287.7475,24577.495,-611.7655686
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0t120,11094.56981,167.3489994,10.00034601,-18504.15689,37014.31378,10121.42965,10121.42965,-18560.45738,37122.91476,-108.6009781
g1,n10e4,td190,l95,n500,n100,rad10k,Change,all,10873.35157,2452.659016,94.39141512,-31685.52369,63377.04738,10225.39521,10225.39521,-31730.90212,63463.80423,-86.75685297
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0,10507.30846,32.65433191,10.02983074,-12493.34126,24992.68252,10215.45058,10215.45058,-12804.34315,25610.68631,-618.0037907
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0t120,11506.54046,185.7347706,10.03495258,-19224.30294,38454.60588,10563.11648,10563.11648,-19277.74733,38557.49465,-102.8887714
g1,n10e4,td190,l95,n500,n100,rad10k,Change,all,11495.30604,3485.500708,77.43829229,-32982.363,65970.72599,10943.32832,10943.32832,-33017.59474,66037.18947,-66.46348295
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0,9784.930403,37.87188666,10.00929059,-11786.02706,23578.05412,9538.486899,9538.486899,-12056.0798,24114.1596,-536.1054852
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0t120,10896.01915,201.2471958,10.10085134,-18150.00065,36306.0013,10046.70932,10046.70932,-18195.13809,36392.27618,-86.27488163
g1,n10e4,td190,l95,n500,n100,rad10k,Change,all,10722.39382,3821.646608,74.8765257,-30829.62806,61665.25611,10225.4353,10225.4353,-30856.48049,61714.96098,-49.70487039
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0,9974.526707,34.97128595,10.04512486,-11965.27887,23936.55773,9706.138074,9706.138074,-12256.20828,24514.41656,-577.8588317
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0t120,11061.15009,244.1900739,10.07141369,-18354.93345,36715.8669,10368.00859,10368.00859,-18390.19797,36782.39595,-66.52904217
g1,n10e4,td190,l95,n500,n100,rad10k,Change,all,10891.19958,4367.435931,66.65699021,-31213.19546,62432.39093,10435.2712,10435.2712,-31237.37798,62476.75596,-44.36503596
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0,9874.270354,35.07054256,10.11664098,-11886.11628,23778.23255,9607.459311,9607.459311,-12172.70953,24347.41907,-569.1865161
g1,n10e4,td190,l95,n500,n100,rad10k,Change,t0t120,10871.34006,164.4875308,10.03875467,-18352.55099,36711.10198,9835.351556,9835.351556,-18414.55494,36831.10987,-120.0078969
g1,n10e4,td190,l95,n500,n100,rad10k,Change,all,10768.40896,3732.396466,70.47746569,-31198.5105,62403.02101,10231.87336,10231.87336,-31231.29718,62464.59436,-61.57335579
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0,10272.8271,34.05666938,10.00115127,-61260.32317,122526.6463,9995.132636,9995.132636,-62749.89307,125501.7861,-2975.139812
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0t120,11276.13881,187.1410078,10.13862571,-94277.38788,188560.7758,10343.10813,10343.10813,-94546.05172,189094.1034,-533.3276835
g1,n10e4,td190,l95,n500,n100,rad50k,Change,all,11198.71321,2937.90251,95.65313268,-160861.6549,321729.3098,10673.56649,10673.56649,-161019.7048,322041.4096,-312.0998197
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0,10282.88743,33.88187699,10.00062418,-61021.25749,122048.515,10004.14087,10004.14087,-62500.19766,125002.3953,-2953.880347
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0t120,11264.13059,325.6631942,17.05361759,-94313.15029,188632.3006,10249.8771,10249.8771,-94609.3302,189220.6604,-588.359807
g1,n10e4,td190,l95,n500,n100,rad50k,Change,all,11151.61362,3359.416775,78.99502497,-160562.1895,321130.379,10589.13434,10589.13434,-160739.008,321480.016,-349.6370286
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0,10012.91137,36.0625433,10.00070749,-59958.99044,119923.9809,9749.823463,9749.823463,-61370.74527,122743.4905,-2819.50967
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0t120,11057.79403,199.777683,10.01094269,-92058.27557,184122.5511,10202.87364,10202.87364,-92292.64738,184587.2948,-464.7436059
g1,n10e4,td190,l95,n500,n100,rad50k,Change,all,10973.50787,4611.444496,65.48242066,-156531.4839,313068.9678,10537.76052,10537.76052,-156640.61,313283.2201,-214.2522315
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0,10177.89636,35.34805172,10.14141172,-61151.20131,122308.4026,9905.103202,9905.103202,-62624.37995,125250.7599,-2942.357284
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0t120,11124.59487,173.5365367,10.00850245,-93920.64715,187847.2943,10118.00396,10118.00396,-94216.61675,188435.2335,-587.9391926
g1,n10e4,td190,l95,n500,n100,rad50k,Change,all,11021.90152,2476.504784,93.95329253,-161124.5877,322255.1754,10345.28164,10345.28164,-161363.8354,322729.6708,-474.495323
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0,10057.38978,36.03579367,10.05515157,-60270.24728,120546.4946,9793.654009,9793.654009,-61699.88379,123401.7676,-2855.273029
g1,n10e4,td190,l95,n500,n100,rad50k,Change,t0t120,11076.31922,188.9820231,10.00414972,-92727.79836,185461.5967,10165.15569,10165.15569,-92984.83127,185971.6625,-510.0658304
g1,n10e4,td190,l95,n500,n100,rad50k,Change,all,10963.60665,3105.651881,90.66351774,-158685.5868,317377.1737,10437.68926,10437.68926,-158840.2375,317682.4751,-305.3013802
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0,10230.19882,43.01616513,11.92167208,-6155076.79,12310159.58,9952.386226,9952.386226,-6302379.954,12604761.91,-294602.3283
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0t120,11231.89875,203.0472771,10.64824552,-9460475.162,18920956.32,10312.29608,10312.29608,-9486755.697,18973513.39,-52557.07145
g1,n10e4,td190,l95,n500,n100,wgs,Change,all,11142.76127,3086.419433,89.82240426,-16145285.09,32290576.17,10602.37144,10602.37144,-16161543.17,32323088.34,-32512.16518
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0,10160.31295,35.50086153,10.06449822,-6132730.593,12265467.19,9890.443132,9890.443132,-6279181.573,12558365.15,-292897.9601
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0t120,11140.49937,172.9029194,10.00040455,-9436138.428,18872282.86,10138.13336,10138.13336,-9465737.346,18931476.69,-59193.83678
g1,n10e4,td190,l95,n500,n100,wgs,Change,all,11035.62661,2843.763097,90.00516711,-16103497.8,32207001.61,10436.65431,10436.65431,-16122915.97,32245833.94,-38832.33251
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0,10164.44377,35.1979254,10.06369812,-6128912.686,12257831.37,9893.366148,9893.366148,-6276021.679,12552045.36,-294213.9857
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0t120,11170.36006,229.8830661,12.29391506,-9433926.638,18867859.28,10203.71177,10203.71177,-9461837.158,18923676.32,-55817.03978
g1,n10e4,td190,l95,n500,n100,wgs,Change,all,11038.86822,3016.705319,87.24352763,-16129610.2,32259226.41,10468.41404,10468.41404,-16147766.16,32295534.33,-36307.92074
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0,10195.99874,34.99525085,10.03076137,-6134881.507,12269769.01,9925.873815,9925.873815,-6282230.15,12564462.3,-294693.2856
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0t120,11196.75997,182.1316937,10.0686827,-9441779.209,18883564.42,10243.30595,10243.30595,-9469532.108,18939066.22,-55501.79699
g1,n10e4,td190,l95,n500,n100,wgs,Change,all,11115.80085,3623.524346,77.55159126,-16102242.27,32204490.54,10598.9984,10598.9984,-16117456.73,32234915.46,-30424.92266
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0,10162.09882,36.53706141,10.38051044,-6121997.982,12244001.96,9889.976221,9889.976221,-6269017.162,12538036.32,-294034.3612
g1,n10e4,td190,l95,n500,n100,wgs,Change,t0t120,11187.29413,192.4920933,10.00034078,-9413539.92,18827085.84,10291.3082,10291.3082,-9438850.187,18877702.37,-50616.53445
g1,n10e4,td190,l95,n500,n100,wgs,Change,all,11094.06878,4826.704124,56.79712031,-16035518.07,32071042.13,10599.09861,10599.09861,-16049544.7,32099091.39,-28049.25885
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0,10062.25415,21.58387512,10.00022579,-13637.17228,27280.34456,9656.560929,9656.560929,-14240.62787,28483.25574,-1202.911182
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0t120,11881.82741,212.1145412,10.00568248,-21667.66075,43341.32151,10258.58972,10258.58972,-21747.75616,43497.51232,-156.1908093
g1,n10e4,td190,l95,n500,n200,rad10k,Change,all,11689.08657,4138.019319,95.25494327,-37195.35401,74396.70802,10861.21939,10861.21939,-37228.95119,74459.90238,-63.194363
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0,10112.72548,20.85402298,10.06639932,-13736.69359,27479.38718,9696.104075,9696.104075,-14360.54345,28723.0869,-1243.699725
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0t120,11879.07811,181.1158209,10.0088852,-21858.77013,43723.54026,10003.1002,10003.1002,-21957.74152,43917.48305,-193.9427894
g1,n10e4,td190,l95,n500,n200,rad10k,Change,all,11663.87098,2727.023267,110.9286608,-38016.42747,76038.85494,10487.60212,10487.60212,-38082.70136,76167.40271,-128.5477697
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0,10610.85853,20.08552209,10.00943128,-14264.2341,28534.46821,10170.23762,10170.23762,-14912.397,29826.79401,-1292.325801
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0t120,12388.91142,186.4583708,10.03418702,-22750.36706,45506.73411,10425.44831,10425.44831,-22851.98364,45705.96728,-199.2331695
g1,n10e4,td190,l95,n500,n200,rad10k,Change,all,12229.56554,4005.194493,79.19565476,-39408.01518,78822.03036,11097.24483,11097.24483,-39466.29358,78934.58716,-112.5568018
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0,9953.486097,21.70012914,10.00368161,-13580.16827,27166.33655,9556.487113,9556.487113,-14183.48872,28368.97745,-1202.640904
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0t120,11723.42293,176.8079323,10.01292114,-21652.41995,43310.8399,9736.525925,9736.525925,-21757.31204,43516.62408,-205.7841817
g1,n10e4,td190,l95,n500,n200,rad10k,Change,all,11461.36147,4033.746902,72.44047421,-37445.48756,74896.97511,10263.86221,10263.86221,-37507.13348,75016.26696,-119.291847
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0,9835.547135,22.94687394,10.03216965,-13423.42293,26852.84585,9455.963515,9455.963515,-14000.86794,28003.73588,-1150.890023
g1,n10e4,td190,l95,n500,n200,rad10k,Change,t0t120,11705.428,206.2125008,10.00105633,-21223.04023,42452.08045,10072.62516,10072.62516,-21303.48653,42608.97306,-156.8926086
g1,n10e4,td190,l95,n500,n200,rad10k,Change,all,11564.75105,3904.440115,104.7261568,-36860.69804,73727.39607,10747.42072,10747.42072,-36893.27166,73788.54333,-61.14725783
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0,10259.24682,22.97094986,10.35191013,-69958.19719,139922.3944,9858.547894,9858.547894,-73025.58213,146053.1643,-6130.769872
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0t120,12025.28948,185.2415289,10.00958741,-110552.0395,221110.0791,10110.3616,10110.3616,-111049.208,222100.416,-990.3368776
g1,n10e4,td190,l95,n500,n200,rad50k,Change,all,11820.80928,3184.101591,94.86549151,-191517.7999,383041.5998,10599.64384,10599.64384,-191843.8919,383689.7838,-648.1840622
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0,10372.76168,21.74324671,10.09556431,-69876.26767,139758.5353,9961.164827,9961.164827,-72947.10529,145896.2106,-6137.675238
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0t120,12101.79067,178.1685226,10.02924795,-110645.7809,221297.5618,10130.487,10130.487,-111170.4936,222342.9872,-1045.425405
g1,n10e4,td190,l95,n500,n200,rad50k,Change,all,11942.54654,3231.272514,97.01222005,-191177.7209,382361.4419,10786.86389,10786.86389,-191481.5186,382965.0371,-603.5952618
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0,10140.45325,22.49527356,10.02997652,-68982.69663,137971.3933,9747.874376,9747.874376,-71979.88713,143961.7743,-5990.381007
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0t120,11993.60044,202.5019726,10.00720026,-109226.1753,218458.3507,10260.07002,10260.07002,-109658.1159,219318.2318,-859.8811372
g1,n10e4,td190,l95,n500,n200,rad50k,Change,all,11756.87388,3417.493289,100.3568445,-189426.9579,378859.9158,10739.69013,10739.69013,-189673.1878,379348.3757,-488.4599021
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0,10348.26514,22.39388324,10.19653188,-70121.52423,140249.0485,9950.051172,9950.051172,-73226.56018,146455.1204,-6206.071908
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0t120,12148.881,209.6244802,10.8023233,-110813.4621,221632.9242,10313.08805,10313.08805,-111284.4164,222570.8328,-937.9086126
g1,n10e4,td190,l95,n500,n200,rad50k,Change,all,11922.46362,3906.533422,82.97529268,-192014.5438,384035.0875,10850.65819,10850.65819,-192278.4231,384558.8463,-523.7587321
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0,10096.5578,22.7899597,10.0045698,-68664.59254,137335.1851,9708.94627,9708.94627,-71625.26213,143252.5243,-5917.339179
g1,n10e4,td190,l95,n500,n200,rad50k,Change,t0t120,11922.72419,199.3444394,10.00015328,-108539.5777,217085.1555,10177.22104,10177.22104,-108976.6865,217955.373,-870.2175134
g1,n10e4,td190,l95,n500,n200,rad50k,Change,all,11712.20646,4494.065494,79.36048901,-186984.8483,373975.6965,10810.83025,10810.83025,-187176.2151,374354.4301,-378.7335618
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0,10024.82213,5389.545165,94.40967775,-3386398.163,6772802.326,10006.64331,10006.64331,-3386519.924,6773041.848,-239.5225906
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0t120,10030.89574,4737.373309,105.728712,-5138386.245,10276778.49,9990.892684,9990.892684,-5138674.714,10277351.43,-572.9372203
g1,n10e4,td190,l95,n500,n20,wgs,Change,all,10016.95988,5861.616353,89.96978982,-8507071.823,17014149.65,9999.637345,9999.637345,-8507148.136,17014298.27,-148.6256816
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0,9987.911049,578.4071076,10.23862621,-3372598.235,6745202.47,9963.832753,9963.832753,-3372832.066,6745666.132,-463.6625547
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0t120,9983.437242,3625.553454,106.5913072,-5133988.677,10267983.35,9922.649798,9922.649798,-5134641.234,10269284.47,-1301.113058
g1,n10e4,td190,l95,n500,n20,wgs,Change,all,9995.620199,7096.496839,89.94277091,-8484690.862,16969387.72,9985.054195,9985.054195,-8484716.844,16969435.69,-47.9628082
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0,9995.738608,6039.088953,78.19723995,-3381801.061,6763608.123,9984.042153,9984.042153,-3381853.543,6763709.086,-100.9634673
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0t120,9990.904995,6600.211449,105.6671535,-5117854.75,10235715.5,9971.30305,9971.30305,-5117924.559,10235851.12,-135.6194253
g1,n10e4,td190,l95,n500,n20,wgs,Change,all,9994.239692,8415.213654,89.93019528,-8478071.672,16956149.34,9988.164862,9988.164862,-8478074.251,16956150.5,-1.158397
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0,10056.9046,3477.852837,80.18629631,-3387652.43,6775310.86,10025.57867,10025.57867,-3388007.051,6776016.103,-705.242984
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0t120,10049.40588,5966.461789,105.7897653,-5149216.121,10298438.24,10023.80429,10023.80429,-5149335.232,10298672.46,-234.2226352
g1,n10e4,td190,l95,n500,n20,wgs,Change,all,10066.62371,6483.189687,90.10318171,-8533137.686,17066281.37,10053.76302,10053.76302,-8533190.154,17066382.31,-100.9365605
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0,10009.16778,574.4954129,10.20131381,-3379053.096,6758112.192,9984.657458,9984.657458,-3379278.174,6758558.347,-446.1550875
g1,n10e4,td190,l95,n500,n20,wgs,Change,t0t120,10013.41146,4348.291087,105.783837,-5136497.751,10273001.5,9967.341448,9967.341448,-5136877.984,10273757.97,-756.4658199
g1,n10e4,td190,l95,n500,n20,wgs,Change,all,9979.577534,6706.480429,90.03062665,-8494057.997,16988121.99,9968.137467,9968.137467,-8494101.307,16988204.61,-82.6196161
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0,10324.63636,4928.999985,119.8674702,-10607.46048,21220.92096,10301.11857,10301.11857,-10610.12559,21222.25117,-1.330209474
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0t120,10395.91507,4956.295062,60.14061691,-15940.19823,31886.39646,10295.98063,10295.98063,-15941.27307,31884.54614,1.850324128
g1,n10e4,td190,l95,n500,n50,rad10k,Change,all,10395.12006,6370.826324,92.29823061,-26793.22238,53592.44477,10342.34138,10342.34138,-26794.07648,53590.15296,2.291804377
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0,9634.27315,6519.862337,33.76786068,-10030.76007,20067.52013,9630.347099,9630.347099,-10030.83836,20063.67671,3.843416409
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0t120,9702.8174,8059.018321,60.20490471,-15092.57211,30191.14423,9680.822745,9680.822745,-15092.60538,30187.21075,3.933474157
g1,n10e4,td190,l95,n500,n50,rad10k,Change,all,9575.637079,7690.702747,92.94369987,-25097.59337,50201.18675,9552.937851,9552.937851,-25097.74398,50197.48796,3.698789514
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0,9786.865087,3235.149341,33.41543684,-10153.77982,20313.55965,9773.364519,9773.364519,-10154.68846,20311.37692,2.182727888
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0t120,9832.614113,5283.198134,60.14776636,-15247.86906,30501.73813,9749.962703,9749.962703,-15248.60696,30499.21392,2.52420783
g1,n10e4,td190,l95,n500,n50,rad10k,Change,all,9789.348449,8759.043341,92.89414576,-25520.16136,51046.32271,9778.502415,9778.502415,-25520.19679,51042.39359,3.929122577
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0,9819.231866,2305.337926,34.29014113,-10147.88371,20301.76742,9799.349197,9799.349197,-10149.82566,20301.65132,0.116101256
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0t120,9837.815952,1867.713551,60.25432271,-15372.24548,30750.49095,9493.254374,9493.254374,-15383.61031,30769.22062,-18.72966735
g1,n10e4,td190,l95,n500,n50,rad10k,Change,all,9902.00161,2900.757684,119.9184518,-25641.69225,51289.38449,9754.670647,9754.670647,-25647.06044,51296.12088,-6.736389608
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0,9720.565316,5344.753089,33.04140988,-10116.01024,20238.02049,9715.463376,9715.463376,-10116.17142,20234.34285,3.677639155
g1,n10e4,td190,l95,n500,n50,rad10k,Change,t0t120,9742.606444,3869.696015,30.17221109,-15192.00535,30390.0107,9672.619075,9672.619075,-15192.51408,30387.02815,2.982545319
g1,n10e4,td190,l95,n500,n50,rad10k,Change,all,9712.700655,8821.847188,31.18236018,-25316.14816,50638.29632,9689.311908,9689.311908,-25316.35074,50634.70148,3.594838325
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0,10102.99293,2999.519937,33.93644494,-51745.05845,103496.1169,10087.16768,10087.16768,-51750.96628,103503.9326,-7.815669544
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0t120,10115.74187,3116.461038,60.00311218,-78163.37441,156332.7488,9924.880999,9924.880999,-78182.01701,156366.034,-33.28520035
g1,n10e4,td190,l95,n500,n50,rad50k,Change,all,10098.17611,6327.271813,92.58307387,-130670.8932,261347.7865,10046.50802,10046.50802,-130674.5719,261351.1437,-3.357226466
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0,10103.06055,2202.070589,33.88026287,-51865.7853,103737.5706,10080.27932,10080.27932,-51877.08026,103756.1605,-18.58991365
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0t120,10150.86785,3162.155143,59.96901908,-78350.83962,156707.6792,9964.053816,9964.053816,-78368.9882,156739.9764,-32.29716379
g1,n10e4,td190,l95,n500,n50,rad50k,Change,all,10114.66876,6328.941483,119.356824,-130954.5598,261915.1196,10064.27512,10064.27512,-130957.1342,261916.2684,-1.148829013
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0,10004.28715,2197.606422,33.78281304,-51643.47318,103292.9464,9981.486701,9981.486701,-51655.14674,103312.2935,-19.34711923
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0t120,9970.273624,2694.037941,60.22008257,-77965.02773,155936.0555,9735.115448,9735.115448,-77991.78534,155985.5707,-49.51520645
g1,n10e4,td190,l95,n500,n50,rad50k,Change,all,10008.07492,3457.034464,119.6254045,-130669.405,261344.81,9889.33058,9889.33058,-130688.5814,261379.1628,-34.35282664
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0,9881.094601,3595.647919,33.31242649,-50997.25905,102000.5181,9870.888076,9870.888076,-51000.94665,102003.8933,-3.375203451
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0t120,9863.81332,2454.283698,33.9505609,-76856.08891,153718.1778,9719.059546,9719.059546,-76866.7129,153735.4258,-17.24798063
g1,n10e4,td190,l95,n500,n50,rad50k,Change,all,9839.397748,9328.699954,31.19638879,-128921.3117,257848.6234,9827.073753,9827.073753,-128921.5769,257845.1537,3.469626221
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0,9856.958693,3682.300364,33.40005915,-50886.82407,101779.6481,9845.256624,9845.256624,-50890.19241,101782.3848,-2.736671863
g1,n10e4,td190,l95,n500,n50,rad50k,Change,t0t120,9833.341618,4391.479898,60.16278415,-76326.16228,152658.3246,9716.753375,9716.753375,-76333.18943,152668.3789,-10.05429135
g1,n10e4,td190,l95,n500,n50,rad50k,Change,all,9835.704177,10662.55343,43.21477741,-127199.4929,254404.9859,9849.730549,9849.730549,-127199.7787,254401.5574,3.428514859
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0,10062.004,1157.167602,16.20746928,-5207057.421,10414120.84,10038.82867,10038.82867,-5208055.326,10416112.65,-1991.810133
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0t120,10060.79375,5051.969031,107.0179109,-7846394.417,15692794.83,9892.348211,9892.348211,-7847771.155,15695544.31,-2749.476142
g1,n10e4,td190,l95,n500,n50,wgs,Change,all,10051.45835,7715.182765,89.98239728,-13131266.54,26262539.09,10023.75227,10023.75227,-13131375.93,26262753.87,-214.7767679
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0,10000.04156,4845.807341,78.47543204,-5187401.747,10374809.49,9981.357371,9981.357371,-5188097.892,10376197.78,-1388.290102
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0t120,9997.513229,6384.833372,106.9853887,-7802782.629,15605571.26,9897.689255,9897.689255,-7803291.188,15606584.38,-1013.117445
g1,n10e4,td190,l95,n500,n50,wgs,Change,all,9993.920708,8314.249779,90.05959705,-13048074.26,26096154.52,9975.19095,9975.19095,-13048125.19,26096252.39,-97.8680052
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0,10029.29518,4440.04547,77.82363531,-5187975.326,10375956.65,10008.10604,10008.10604,-5188876.922,10377755.84,-1799.192326
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0t120,10046.16684,4886.905555,107.0221136,-7826515.869,15653037.74,9868.542622,9868.542622,-7828057.392,15656116.78,-3079.046655
g1,n10e4,td190,l95,n500,n50,wgs,Change,all,10037.09613,5929.779966,117.9716474,-13103342.1,26206690.19,9989.990251,9989.990251,-13103665.59,26207333.18,-642.9880471
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0,9996.967171,4819.627694,77.7183853,-5186448.685,10372903.37,9978.805235,9978.805235,-5187136.528,10374275.06,-1371.68521
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0t120,10006.47445,4878.137855,107.0216693,-7827783.066,15655572.13,9827.533216,9827.533216,-7829323.791,15658649.58,-3077.449258
g1,n10e4,td190,l95,n500,n50,wgs,Change,all,10010.37519,5324.716052,119.9977241,-13087709.13,26175424.25,9950.897202,9950.897202,-13088215.32,26176432.65,-1008.395547
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0,9993.028967,4436.539529,78.4699098,-5181024.98,10362055.96,9971.624286,9971.624286,-5181939.319,10363880.64,-1824.677984
g1,n10e4,td190,l95,n500,n50,wgs,Change,t0t120,9969.807322,4491.974297,107.031436,-7826779.841,15653565.68,9763.860155,9763.860155,-7828805.712,15657613.42,-4047.743127
g1,n10e4,td190,l95,n500,n50,wgs,Change,all,9986.048468,5028.389349,119.9912551,-13085877.51,26171761.01,9920.937307,9920.937307,-13086494.67,26172991.35,-1230.332308