gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nch,Nhh,Th,lnLh,AICh
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0,8188.281306,51.02174506,13119.88935,-10132.62637,20271.25275
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0t120,6774.548091,10,10415.8054,-16386.64364,32779.28727
g1,n10e4,td100,l99,n500,n200,rad10k,bot,all,7535.077591,29.25037268,10703.64033,-27200.8765,54407.753
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0,8469.329155,10,12254.99879,-10116.53746,20239.07492
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0t120,6222.916175,10,9165.093657,-16409.00899,32824.01798
g1,n10e4,td100,l99,n500,n200,rad10k,bot,all,7211.49752,10,9851.571475,-27036.37115,54078.7423
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0,8183.108692,10,13432.45931,-10200.38128,20406.76256
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0t120,6707.783996,15.18576449,10813.61316,-16434.6088,32875.2176
g1,n10e4,td100,l99,n500,n200,rad10k,bot,all,7289.687169,10,11125.26351,-27113.86517,54233.73033
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0,8200.411544,10,13856.1606,-10260.73718,20527.47435
g1,n10e4,td100,l99,n500,n200,rad10k,bot,t0t120,6093.413599,10,10407.98137,-16688.76079,33383.52157
g1,n10e4,td100,l99,n500,n200,rad10k,bot,all,6715.157665,10,10839.4538,-27640.5677,55287.1354
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0,8561.705106,10,13279.60862,-52210.05115,104426.1023
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0t120,6236.960182,61.21046785,9621.625579,-84654.77704,169315.5541
g1,n10e4,td100,l99,n500,n200,rad50k,bot,all,7554.812817,51.25836659,10733.12753,-139816.609,279639.218
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0,8565.666682,10,12615.03026,-51427.60723,102861.2145
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0t120,6413.308448,10,9419.928339,-83415.76976,166837.5395
g1,n10e4,td100,l99,n500,n200,rad50k,bot,all,7387.219226,42.06263132,10060.50169,-137199.5871,274405.1741
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0,8510.135566,10,13015.97237,-51655.00673,103316.0135
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0t120,6747.112521,10,10063.39988,-83752.5853,167511.1706
g1,n10e4,td100,l99,n500,n200,rad50k,bot,all,7567.911357,10,10644.15067,-137882.5279,275771.0558
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0,8442.996014,10,12562.68386,-50849.6192,101705.2384
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0t120,6621.931008,10,9712.011767,-82316.26083,164638.5217
g1,n10e4,td100,l99,n500,n200,rad50k,bot,all,7800.276333,10,10456.54538,-135974.8514,271955.7028
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0,8296.466883,10,13138.54031,-51054.99096,102115.9819
g1,n10e4,td100,l99,n500,n200,rad50k,bot,t0t120,6722.104876,10,10407.52152,-82767.59275,165541.1855
g1,n10e4,td100,l99,n500,n200,rad50k,bot,all,7544.211047,11.33839338,10968.58843,-136785.6045,273577.209
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0,8480.822103,69.83495875,13515.19183,-5868.884164,11743.76833
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0t120,7994.856736,125.7051824,11699.04759,-9071.974068,18149.94814
g1,n10e4,td100,l99,n500,n50,rad10k,bot,all,8840.435191,86.45429269,12425.70072,-14913.54996,29833.09993
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0,8906.542679,10,12694.85961,-5839.518091,11685.03618
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0t120,8925.581814,115.4502028,11584.01706,-9057.2258,18120.4516
g1,n10e4,td100,l99,n500,n50,rad10k,bot,all,9400.777144,177.6461249,11788.75043,-14721.35261,29448.70523
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0,8794.853452,10,12988.11543,-5866.551158,11739.10232
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0t120,8843.987957,10,12386.06523,-8935.327803,17876.65561
g1,n10e4,td100,l99,n500,n50,rad10k,bot,all,9417.109676,103.2937805,12131.8287,-14737.36296,29480.72591
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0,8982.926068,38.85368905,12610.93337,-5881.513332,11769.02666
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0t120,9505.636373,2274.644776,6259.799024,-9071.697927,18149.39585
g1,n10e4,td100,l99,n500,n50,rad10k,bot,all,9701.648758,2221.505864,6791.950094,-14518.82378,29043.64756
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0,9126.873335,16.03522644,11867.35809,-5746.095095,11498.19019
g1,n10e4,td100,l99,n500,n50,rad10k,bot,t0t120,9301.556681,1267.498314,8437.043944,-8902.226874,17810.45375
g1,n10e4,td100,l99,n500,n50,rad10k,bot,all,10325.51617,1860.179549,7138.561274,-14445.28157,28896.56313
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0,8837.604342,10.68766875,12759.03222,-29165.86684,58337.73367
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0t120,8950.997106,56.33052785,11922.34888,-45049.25244,90104.50489
g1,n10e4,td100,l99,n500,n50,rad50k,bot,all,9174.26577,252.5517248,11776.3409,-73717.80224,147441.6045
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0,9181.767229,11.14127073,12542.84451,-29524.54088,59055.08175
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0t120,9085.573424,10,11776.07009,-45477.0068,90960.0136
g1,n10e4,td100,l99,n500,n50,rad50k,bot,all,9549.970598,34.82086408,12088.46174,-74185.96648,148377.933
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0,9202.974745,30.1289241,12199.72821,-29246.91135,58499.82269
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0t120,8915.25276,10,11165.76096,-45260.91585,90527.8317
g1,n10e4,td100,l99,n500,n50,rad50k,bot,all,9542.732904,10,11522.69393,-73658.66355,147323.3271
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0,9105.548907,16.56468023,12078.48679,-28925.63402,57857.26804
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0t120,9129.323613,10,11419.15836,-44654.0036,89314.0072
g1,n10e4,td100,l99,n500,n50,rad50k,bot,all,9431.242103,19.41534374,11523.61859,-73107.30876,146220.6175
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0,9173.896934,22.28498386,12888.32922,-29864.00858,59734.01716
g1,n10e4,td100,l99,n500,n50,rad50k,bot,t0t120,9042.658372,10,11884.96167,-46357.18788,92720.37577
g1,n10e4,td100,l99,n500,n50,rad50k,bot,all,9606.700278,10,12359.27758,-75294.06638,150594.1328
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0,9102.371891,38.41099865,12471.00927,-2957863.404,5915732.809
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0t120,8921.766159,10,11701.83121,-4567955.775,9135917.55
g1,n10e4,td100,l99,n500,n50,wgs,bot,all,9486.003975,10.03899156,12036.48089,-7443559.773,14887125.55
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0,9023.732162,10,12498.63102,-2942974.247,5885954.494
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0t120,8875.023782,10,11691.47389,-4544133.655,9088273.311
g1,n10e4,td100,l99,n500,n50,wgs,bot,all,9463.419329,10,12030.91908,-7409098.786,14818203.57
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0,9065.358538,10,12505.79996,-2951032.303,5902070.605
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0t120,8826.758856,10,11635.65697,-4565266.311,9130538.621
g1,n10e4,td100,l99,n500,n50,wgs,bot,all,9497.24331,10,12028.02997,-7447231.903,14894469.81
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0,9045.468697,10,12487.30149,-2944011.994,5888029.987
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0t120,8881.610299,18.82681885,11684.85438,-4540837.086,9081680.172
g1,n10e4,td100,l99,n500,n50,wgs,bot,all,9457.214786,10,12044.5969,-7402251.294,14804508.59
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0,9120.785487,15.26215802,12462.94273,-2957070.469,5914146.938
g1,n10e4,td100,l99,n500,n50,wgs,bot,t0t120,9023.08313,58.18329458,11632.68836,-4562815.34,9125636.68
g1,n10e4,td100,l99,n500,n50,wgs,bot,all,9534.959526,10,12080.25147,-7433412.355,14866830.71
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0,9375.512532,624.7444185,9589.25034,-7697.324047,15400.64809
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0t120,8812.625062,13.95502763,10211.06391,-11771.23689,23548.47378
g1,n10e4,td190,l95,n500,n100,rad10k,bot,all,9664.658812,1277.291999,7653.939748,-19110.35141,38226.70282
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0,8968.556382,519.1103632,10858.03446,-7858.780506,15723.56101
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0t120,9014.821687,14.71363318,11692.36757,-11969.67943,23945.35887
g1,n10e4,td190,l95,n500,n100,rad10k,bot,all,9224.977446,1931.991219,7129.907888,-19613.11912,39232.23824
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0,9370.52938,10,11935.35896,-8033.784621,16073.56924
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0t120,8530.321643,27.04641611,11007.84452,-12267.50761,24541.01521
g1,n10e4,td190,l95,n500,n100,rad10k,bot,all,10023.93863,1347.990685,8750.223589,-20286.06425,40578.1285
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0,9254.933287,10,12564.69653,-8126.163077,16258.32615
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0t120,9351.149756,10,12279.99925,-12374.65102,24755.30204
g1,n10e4,td190,l95,n500,n100,rad10k,bot,all,9203.281928,13.54142801,11983.77976,-20451.59061,40909.18123
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0,9540.263083,10,11706.79051,-8054.889171,16115.77834
g1,n10e4,td190,l95,n500,n100,rad10k,bot,t0t120,8897.041944,737.7648165,9144.658227,-12399.76154,24805.52309
g1,n10e4,td190,l95,n500,n100,rad10k,bot,all,9447.451047,896.7776604,9213.430834,-20107.61401,40221.22802
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0,9496.918164,10,12522.98697,-41289.41786,82584.83573
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0t120,8968.317842,16.6370391,11699.00933,-63450.36994,126906.7399
g1,n10e4,td190,l95,n500,n100,rad50k,bot,all,9454.110517,24.25070365,12025.27738,-104353.0095,208712.0191
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0,9215.263576,10,12555.58131,-40685.38651,81376.77301
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0t120,8995.175361,14.0994631,11834.73242,-62154.65381,124315.3076
g1,n10e4,td190,l95,n500,n100,rad50k,bot,all,9655.296234,1329.829699,9131.708373,-102266.2874,204538.5749
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0,9501.710466,721.6435252,10888.1769,-41174.55079,82355.10158
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0t120,8877.797381,18.00852104,11632.33646,-62969.83402,125945.668
g1,n10e4,td190,l95,n500,n100,rad50k,bot,all,9522.695536,1312.85747,8990.095691,-103373.2042,206752.4084
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0,9537.830716,207.2469238,11972.54861,-41250.40922,82506.81845
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0t120,9430.183275,831.7101201,10104.09322,-62912.78617,125831.5723
g1,n10e4,td190,l95,n500,n100,rad50k,bot,all,9814.200546,1199.756113,9441.530289,-103654.3896,207314.7792
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0,9392.842367,10,12678.79937,-41247.06946,82500.13892
g1,n10e4,td190,l95,n500,n100,rad50k,bot,t0t120,8842.366819,17.41894824,11903.0521,-62736.01296,125478.0259
g1,n10e4,td190,l95,n500,n100,rad50k,bot,all,9661.025895,989.0238653,10166.27543,-103042.6252,206091.2505
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0,9458.079811,40.12133263,12267.09749,-4127176.437,8254358.874
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0t120,8993.766346,268.8411308,11061.97917,-6311103.204,12622212.41
g1,n10e4,td190,l95,n500,n100,wgs,bot,all,9596.563669,977.8223051,9750.417946,-10371205.52,20742417.03
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0,9426.993274,14.23962143,12324.53624,-4117542.143,8235090.285
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0t120,9207.135415,10,11779.9076,-6294287.364,12588580.73
g1,n10e4,td190,l95,n500,n100,wgs,bot,all,9813.837271,741.9241296,10500.22456,-10338877.84,20677761.69
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0,9442.229427,13.92922428,12326.07949,-4122308.938,8244623.876
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0t120,9048.261757,25.57923233,11618.19789,-6303338.112,12606682.22
g1,n10e4,td190,l95,n500,n100,wgs,bot,all,9552.760827,498.9236172,10889.65116,-10363207.39,20726420.79
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0,9395.395291,14.98623188,12300.93822,-4108424.821,8216855.641
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0t120,9070.650556,91.22898211,11515.64461,-6283124.23,12566254.46
g1,n10e4,td190,l95,n500,n100,wgs,bot,all,9721.851232,923.2437892,10005.05317,-10331580.49,20663166.97
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0,9446.2027,13.87838607,12313.8975,-4121999.31,8244004.62
g1,n10e4,td190,l95,n500,n100,wgs,bot,t0t120,8981.088214,112.6214133,11398.1612,-6298151.73,12596309.46
g1,n10e4,td190,l95,n500,n100,wgs,bot,all,9685.205182,755.4985352,10379.23428,-10346934.83,20693875.67
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0,9550.944674,268.6699326,11730.96572,-1779278.417,3558562.834
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0t120,9702.810601,86.41825994,11992.73866,-2733352.264,5466710.527
g1,n10e4,td190,l95,n500,n20,wgs,bot,all,9796.484812,10.10455195,12135.76491,-4430322.294,8860650.588
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0,9624.113684,188.2564649,11878.20111,-1781980.525,3563967.051
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0t120,9717.546427,69.12379303,12032.39296,-2735083.785,5470173.57
g1,n10e4,td190,l95,n500,n20,wgs,bot,all,9831.125225,10.06251524,12158.00757,-4425648.609,8851303.218
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0,9690.892958,223.7819552,11782.04091,-1784329.224,3568664.449
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0t120,9818.644747,374.0228029,11402.8708,-2729031.912,5458069.823
g1,n10e4,td190,l95,n500,n20,wgs,bot,all,9812.291783,10.00001503,12179.78443,-4426222.677,8852451.354
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0,9657.825326,220.8869027,11755.33643,-1779125.308,3558256.616
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0t120,9663.421537,68.90218897,12006.09082,-2729199.915,5458405.83
g1,n10e4,td190,l95,n500,n20,wgs,bot,all,9756.842857,10.03802583,12130.10834,-4420337.601,8840681.203
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0,9623.666986,191.7228959,11870.17796,-1782203.989,3564413.978
g1,n10e4,td190,l95,n500,n20,wgs,bot,t0t120,9638.890603,65.30304718,12026.66696,-2737187.948,5474381.897
g1,n10e4,td190,l95,n500,n20,wgs,bot,all,9786.534167,10.12271185,12165.2339,-4434877.143,8869760.286
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0,9245.624324,16.05965315,11824.38708,-10495.5174,20997.0348
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0t120,8883.98223,10.83916332,10981.87665,-16453.16638,32912.33277
g1,n10e4,td190,l95,n500,n200,rad10k,bot,all,9392.506134,1116.032134,8459.032521,-27064.47049,54134.94099
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0,8620.581976,10,12104.00663,-10199.80559,20405.61118
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0t120,8640.303388,14.23771162,11492.55021,-16027.78644,32061.57289
g1,n10e4,td190,l95,n500,n200,rad10k,bot,all,9372.993648,1817.375977,7621.327101,-26300.83444,52607.66888
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0,9071.950275,19.12891689,10874.98113,-10088.14676,20182.29351
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0t120,8582.703243,416.6010104,9278.160631,-15747.9714,31501.94281
g1,n10e4,td190,l95,n500,n200,rad10k,bot,all,9064.69293,1143.199992,7602.820061,-25885.28674,51776.57348
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0,9215.138088,20.46112312,12530.6657,-10679.27057,21364.54114
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0t120,8991.458971,45.57296342,11925.13231,-16426.52657,32859.05314
g1,n10e4,td190,l95,n500,n200,rad10k,bot,all,9192.945805,10,11815.15771,-27294.08716,54594.17433
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0,9172.908997,10.85492285,12074.21432,-10493.83012,20993.66024
g1,n10e4,td190,l95,n500,n200,rad10k,bot,t0t120,8597.010655,10.18801932,11066.53129,-16323.83968,32653.67935
g1,n10e4,td190,l95,n500,n200,rad10k,bot,all,9361.951829,330.4200046,10997.61082,-27031.79493,54069.58986
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0,9104.88929,10,12604.45078,-53151.27308,106308.5462
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0t120,8406.043524,14.01756648,11405.79716,-82940.00379,165886.0076
g1,n10e4,td190,l95,n500,n200,rad50k,bot,all,9402.39233,1224.169512,9163.266729,-137125.9418,274257.8836
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0,9326.478119,10,12448.16793,-53900.23219,107806.4644
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0t120,8729.287049,13.45712134,11429.44402,-83765.61793,167537.2359
g1,n10e4,td190,l95,n500,n200,rad50k,bot,all,9542.91466,1056.295387,9570.670278,-138595.6317,277197.2635
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0,9113.714773,69.62981521,12688.18869,-53588.12267,107182.2453
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0t120,8518.956433,21.66489472,11636.19606,-83582.12811,167170.2562
g1,n10e4,td190,l95,n500,n200,rad50k,bot,all,9383.699551,934.0916845,10051.72897,-137884.5302,275775.0605
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0,9240.393558,14.55126738,12515.18743,-53742.73589,107491.4718
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0t120,8663.074486,13.73802115,11456.50287,-83929.93181,167865.8636
g1,n10e4,td190,l95,n500,n200,rad50k,bot,all,9387.070527,1117.618082,9411.720568,-138427.8054,276861.6108
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0,9254.243379,10,12713.6439,-53832.49848,107670.997
g1,n10e4,td190,l95,n500,n200,rad50k,bot,t0t120,8430.188832,13.61761889,11447.15238,-84204.11989,168414.2398
g1,n10e4,td190,l95,n500,n200,rad50k,bot,all,9203.010467,37.65558484,11746.93722,-139446.9671,278899.9343
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0,9442.16267,939.0637009,8850.108002,-5545.243437,11096.48687
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0t120,9828.361452,1225.421443,7880.618344,-8382.633604,16771.26721
g1,n10e4,td190,l95,n500,n50,rad10k,bot,all,9593.663388,1185.693673,8057.676651,-13591.51951,27189.03901
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0,9311.386086,10,11951.44265,-5818.431469,11642.86294
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0t120,9660.368565,30.26246187,11695.00553,-8898.229985,17802.45997
g1,n10e4,td190,l95,n500,n50,rad10k,bot,all,10580.08828,1686.385195,8136.092354,-14575.22873,29156.45747
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0,9459.162167,10,12367.68004,-5950.918801,11907.8376
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0t120,9427.622355,36.08377928,12226.19765,-9115.337299,18236.6746
g1,n10e4,td190,l95,n500,n50,rad10k,bot,all,9423.957227,10,12374.51498,-14731.12934,29468.25869
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0,9255.256223,1363.050344,8747.268212,-5693.207751,11392.4155
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0t120,9437.309191,1866.657692,7490.907565,-8632.917222,17271.83444
g1,n10e4,td190,l95,n500,n50,rad10k,bot,all,9641.548344,2091.580947,6723.724745,-14028.36089,28062.72179
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0,9754.836103,10,11631.36563,-5880.678195,11767.35639
g1,n10e4,td190,l95,n500,n50,rad10k,bot,t0t120,9863.676096,1341.182015,8500.347778,-8857.086653,17720.17331
g1,n10e4,td190,l95,n500,n50,rad10k,bot,all,10012.49468,1059.639031,9081.89884,-14328.20335,28662.40671
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0,9336.919212,10,12469.9522,-29665.05613,59336.11226
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0t120,9368.883608,35.99637423,12117.80899,-44919.08374,89844.16747
g1,n10e4,td190,l95,n500,n50,rad50k,bot,all,9859.495975,1460.329458,8928.694112,-73781.00563,147568.0113
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0,9697.126275,891.4793917,10476.25808,-30046.45887,60098.91774
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0t120,9703.794507,28.61972958,12099.2637,-45539.9116,91085.8232
g1,n10e4,td190,l95,n500,n50,rad50k,bot,all,10071.6572,1308.267426,9324.271542,-74395.67867,148797.3573
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0,9442.752148,10,12650.8981,-30065.37461,60136.74922
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0t120,9281.358009,37.34086297,12231.92322,-45386.53132,90779.06265
g1,n10e4,td190,l95,n500,n50,rad50k,bot,all,9824.105756,934.307142,10405.0741,-74400.21728,148806.4346
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0,9616.059074,10,12408.15512,-30061.69175,60129.3835
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0t120,9581.645292,10,12084.12968,-45941.69956,91889.39913
g1,n10e4,td190,l95,n500,n50,rad50k,bot,all,9929.712462,612.7036278,11149.02822,-74847.49138,149700.9828
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0,9439.923103,439.4491339,11494.78785,-29791.16945,59588.3389
g1,n10e4,td190,l95,n500,n50,rad50k,bot,t0t120,9606.659156,826.345764,10366.32086,-45518.50441,91043.00882
g1,n10e4,td190,l95,n500,n50,rad50k,bot,all,9849.287789,1382.255073,9157.200619,-74118.44503,148242.8901
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0,9595.902778,265.6448235,11730.11267,-3004003.222,6008012.444
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0t120,9610.013213,60.71760094,11950.13496,-4552266.38,9104538.759
g1,n10e4,td190,l95,n500,n50,wgs,bot,all,9815.869423,10.00002927,12149.50062,-7429690.038,14859386.08
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0,9560.653212,246.1765231,11788.32313,-3002222.484,6004450.968
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0t120,9376.010694,63.97075637,11784.17626,-4562965.455,9125936.911
g1,n10e4,td190,l95,n500,n50,wgs,bot,all,9717.749281,10.00005972,12060.00883,-7449006.007,14898018.01
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0,9518.191175,221.4023987,11815.55924,-2991271.369,5982548.737
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0t120,9428.834118,65.02734021,11837.23403,-4539677.08,9079360.16
g1,n10e4,td190,l95,n500,n50,wgs,bot,all,9698.14584,10.00005136,12071.44704,-7428722.066,14857450.13
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0,9587.448425,262.615435,11736.99403,-3002560.527,6005127.054
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0t120,9490.876806,62.76152254,11857.35366,-4560259.71,9120525.42
g1,n10e4,td190,l95,n500,n50,wgs,bot,all,9783.766215,10.00002978,12122.76825,-7444984.841,14889975.68
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0,9547.524058,232.5815553,11807.14033,-2999128.574,5998263.148
g1,n10e4,td190,l95,n500,n50,wgs,bot,t0t120,9397.193808,65.16822597,11810.88752,-4552867.079,9105740.159
g1,n10e4,td190,l95,n500,n50,wgs,bot,all,9759.709824,10.00005228,12096.91886,-7433394.01,14866794.02
g1,n10e4,constant,constant,n500,n100,rad10k,exp,t0,10841.43254,483993.3941,47073.00283,-60696.03971,121398.0794
g1,n10e4,constant,constant,n500,n100,rad10k,exp,t0t120,10509.03485,108077.7844,12103.92466,-92484.55347,184975.1069
g1,n10e4,constant,constant,n500,n100,rad10k,exp,all,10524.72124,107580.958,12045.77022,-163568.1082,327142.2165
