gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nch,Nhh,Th,lnLh,AICh
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,5988.976382,85981.72541,4393.70384,-112431.9173,224869.8347
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6494.784416,87317.05094,4903.029698,-199036.6336,398079.2671
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,6675.465701,92814.57739,5403.382606,-69669.87668,139345.7534
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,6168.653103,87725.19217,4914.860692,-110817.2142,221640.4285
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6595.524537,89120.46681,5515.946735,-196566.5642,393139.1283
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,7029.916681,89782.48105,5276.255864,-70129.21395,140264.4279
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,6031.206658,83266.31628,4234.052015,-111366.3028,222738.6055
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6614.314197,84683.30225,4888.797264,-197130.2705,394266.5409
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0,6654.572845,89850.89781,4945.026768,-69988.9897,139983.9794
g1,n10e4,td100,l99,n500,n200,rad10k,exp,t0t120,5839.172815,83767.90282,4087.109388,-111395.414,222796.828
g1,n10e4,td100,l99,n500,n200,rad10k,exp,all,6713.950724,87387.22844,5095.376422,-197081.6473,394169.2946
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,7069.93013,91042.4708,5471.184893,-350955.3706,701916.7411
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5869.120964,83361.48172,4067.841,-558270.2684,1116546.537
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6460.202798,84937.21849,4685.240094,-989127.4955,1978260.991
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8452.020473,238299.065,23842.5449,-353766.6137,707539.2275
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5881.120209,83865.99018,4064.061752,-562269.4275,1124544.855
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6278.453395,84991.31083,4516.552661,-995987.9025,1991981.805
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8169.119988,234199.373,22876.97403,-349787.3118,699580.6236
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5746.801785,82858.49693,3948.419621,-556688.4624,1113382.925
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6252.398972,84258.4222,4514.650321,-986187.25,1972380.5
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,7094.41844,91749.10527,5436.871379,-354934.3502,709874.7005
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5985.005323,84889.85731,4177.780736,-564090.9055,1128187.811
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6641.684837,86754.63022,4946.184122,-998414.1276,1996834.255
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0,8165.331987,242246.9362,23210.60173,-352585.3274,705176.6548
g1,n10e4,td100,l99,n500,n200,rad50k,exp,t0t120,5989.56472,85678.53902,4367.936633,-560015.9419,1120037.884
g1,n10e4,td100,l99,n500,n200,rad50k,exp,all,6728.443879,88316.73435,5246.364855,-992591.659,1985189.318
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9455.724739,690111.4478,47539.3375,-49257.5578,98521.1156
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6585.189073,90890.86786,5143.105113,-76113.06758,152232.1352
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8228.426284,96490.76105,7509.054345,-134138.7495,268283.499
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9575.765306,375983.691,36459.02207,-48870.82244,97747.64489
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6938.083548,92667.6695,5870.898644,-75819.38919,151644.7784
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8544.35703,96235.49463,7947.18239,-132829.8934,265665.7869
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,10540.39053,312170.1292,36167.60644,-49701.75052,99409.50104
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,7447.336373,92298.4762,6133.560989,-76708.46528,153422.9306
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,10226.16408,103254.451,11106.28885,-134365.7613,268737.5226
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,9775.152883,334866.1615,34983.36899,-49070.52524,98147.05048
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,6164.037949,87495.11153,4406.207888,-76016.24196,152038.4839
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8215.726087,94471.31966,7268.129777,-133196.8642,266399.7285
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0,8500.065068,95430.81222,7646.197743,-49059.94176,98125.88352
g1,n10e4,td100,l99,n500,n50,rad10k,exp,t0t120,7534.506092,88853.32678,5797.643241,-75934.61883,151875.2377
g1,n10e4,td100,l99,n500,n50,rad10k,exp,all,8855.601072,92770.23496,7604.46004,-132835.6151,265677.2301
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9755.420395,411703.6393,39139.1254,-244504.0386,489014.0773
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6296.684402,87179.15149,4535.419779,-379736.9434,759479.8867
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8459.739738,92943.83732,7224.30613,-664596.3808,1329198.762
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9991.789096,311521.4986,34166.2834,-247341.0995,494688.1989
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6309.176292,87498.07146,4473.744073,-383579.2656,767164.5312
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8565.127522,94188.97854,7441.600958,-671781.4241,1343568.848
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,9970.708824,410006.2386,39596.80661,-248658.0828,497322.1655
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6642.207636,89309.34364,4907.742059,-385119.4526,770244.9052
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8750.864115,94355.39174,7512.644434,-674714.9816,1349435.963
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,8638.60251,99063.23604,8284.863218,-247059.6118,494125.2236
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,7100.680731,91850.16995,5733.697324,-381874.5882,763755.1765
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8675.241624,97272.65314,8014.427227,-669779.3421,1339564.684
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0,8219.846509,94893.36365,7202.475663,-245744.3278,491494.6556
g1,n10e4,td100,l99,n500,n50,rad50k,exp,t0t120,6867.512546,88417.19885,5115.799127,-380777.0897,761560.1794
g1,n10e4,td100,l99,n500,n50,rad50k,exp,all,8351.726887,92112.54616,6923.647181,-667552.8099,1335111.62
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8071.682692,95531.55828,7149.588332,-24728310.55,49456627.11
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6519.921755,88613.33302,4862.519798,-38371455.74,76742917.48
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8522.486713,93929.43491,7417.353632,-67196752.92,134393511.8
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8163.842853,96566.44857,7375.245368,-24778760.28,49557526.56
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6734.809001,89721.81309,5160.230764,-38412950.57,76825907.13
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8657.240805,95625.84718,7791.689367,-67303821.59,134607649.2
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8065.754278,95488.94281,7115.016937,-24760446.91,49520899.82
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6608.635883,89127.30584,4984.311961,-38376285.65,76752577.31
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8700.941874,95680.52687,7858.341437,-67189517.9,134379041.8
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8232.612489,95473.95513,7315.89199,-24735021.52,49470049.04
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,6903.581781,89043.11586,5255.802524,-38313430.59,76626867.18
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8414.797824,93451.18376,7240.101298,-67115148.34,134230302.7
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0,8109.761272,94996.71893,7060.720047,-24796727.43,49593460.87
g1,n10e4,td100,l99,n500,n50,wgs,exp,t0t120,7884.12965,96298.85023,7431.670077,-38423659.29,76847324.59
g1,n10e4,td100,l99,n500,n50,wgs,exp,all,8590.122917,94361.01049,7519.650023,-67309658.81,134619323.6
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,8623.888533,90685.98697,7204.714573,-58955.08865,117916.1773
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,8538.527471,89157.94658,7137.849179,-91034.6617,182075.3234
g1,n10e4,td190,l95,n500,n100,rad10k,exp,all,9563.893635,93046.97891,8758.720615,-160705.5453,321417.0907
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,9240.191372,93510.50032,8093.873747,-59915.95198,119837.904
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,9082.906197,93297.67184,8081.926454,-91858.76537,183723.5307
g1,n10e4,td190,l95,n500,n100,rad10k,exp,all,9869.351093,94795.61939,9134.321714,-163607.607,327221.2139
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,9059.208141,96459.03033,8493.229618,-59708.33855,119422.6771
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,8478.269004,93928.50423,7579.343171,-91804.44709,183614.8942
g1,n10e4,td190,l95,n500,n100,rad10k,exp,all,9456.662677,95844.3224,8952.690264,-162756.7151,325519.4302
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,8073.239931,89765.26395,6206.709362,-59822.33617,119650.6723
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,7756.657979,88759.75202,6016.531331,-92248.96009,184503.9202
g1,n10e4,td190,l95,n500,n100,rad10k,exp,all,9093.054285,92421.17373,7919.230145,-163044.968,326095.9359
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0,8875.45529,99671.53059,8755.706523,-59892.41693,119790.8339
g1,n10e4,td190,l95,n500,n100,rad10k,exp,t0t120,8860.550653,294958.5129,29626.92848,-92555.5595,185117.119
g1,n10e4,td190,l95,n500,n100,rad10k,exp,all,9275.924358,99227.84877,9340.150244,-164274.7125,328555.425
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0,9070.423427,95979.90833,8072.269959,-303927.6055,607861.211
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0t120,7968.489963,91237.72084,6497.046769,-469192.774,938391.5481
g1,n10e4,td190,l95,n500,n100,rad50k,exp,all,9235.35709,96061.5394,8412.200907,-828609.2843,1657224.569
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0,9151.230647,97803.56514,8637.622577,-301681.4225,603368.8449
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0t120,8768.425995,95735.69335,8089.130045,-463814.151,927634.302
g1,n10e4,td190,l95,n500,n100,rad50k,exp,all,9243.489251,97336.96393,8828.65377,-821328.7831,1642663.566
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0,9086.112393,97670.09561,8641.656274,-299954.1492,599914.2984
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0t120,8552.016195,93254.07836,7535.844565,-462616.9861,925239.9722
g1,n10e4,td190,l95,n500,n100,rad50k,exp,all,9482.607678,96891.92051,9056.244327,-817675.8986,1635357.797
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0,8729.915815,94778.99252,7634.304341,-301121.8446,602249.6892
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0t120,9149.349981,370800.0023,35041.20518,-465149.8344,930305.6688
g1,n10e4,td190,l95,n500,n100,rad50k,exp,all,9229.980846,95067.43957,8351.596643,-823457.8658,1646921.732
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0,8950.679307,97552.74912,8228.527343,-303451.7006,606909.4011
g1,n10e4,td190,l95,n500,n100,rad50k,exp,t0t120,8537.463543,94810.9744,7539.397566,-467521.4437,935048.8874
g1,n10e4,td190,l95,n500,n100,rad50k,exp,all,9319.98824,98092.65257,8815.436963,-828463.1128,1656932.226
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0,9008.401017,96309.44267,8177.096429,-30400162.35,60800330.7
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0t120,8561.516607,93394.26729,7442.087307,-46822342.76,93644691.52
g1,n10e4,td190,l95,n500,n100,wgs,exp,all,10360.43742,100813.4647,10485.72479,-82851311.6,165702629.2
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0,9094.781846,96876.48705,8341.56998,-30457466.5,60914938.99
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0t120,8665.741942,94520.22229,7720.936041,-46872305.35,93744616.7
g1,n10e4,td190,l95,n500,n100,wgs,exp,all,9529.828659,97821.68866,9134.75121,-83018469.02,166036944
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0,8943.011633,95605.53482,7968.70164,-30404080.44,60808166.88
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0t120,8398.873177,92576.06374,7135.66101,-46859216.39,93718438.77
g1,n10e4,td190,l95,n500,n100,wgs,exp,all,9164.542044,95260.5173,8291.572257,-83029732.04,166059470.1
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0,8994.539405,95822.46591,8152.512889,-30274753.37,60549512.75
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0t120,8613.544149,93305.35373,7538.406082,-46645952.43,93291910.86
g1,n10e4,td190,l95,n500,n100,wgs,exp,all,9486.729432,96702.41854,8972.871071,-82511966.37,165023938.7
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0,8928.855787,96361.53422,8157.961414,-30288024.77,60576055.54
g1,n10e4,td190,l95,n500,n100,wgs,exp,t0t120,7942.948051,91632.30796,6649.852091,-46734752.46,93469510.92
g1,n10e4,td190,l95,n500,n100,wgs,exp,all,9027.888863,95216.20318,8206.077679,-82653402.31,165306810.6
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0,11871.11784,128437.5339,18751.26301,-17913342.68,35826691.35
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0t120,9338.860788,96890.70201,8676.138183,-27587459.85,55174925.7
g1,n10e4,td190,l95,n500,n20,wgs,exp,all,9917.775453,98964.07915,9752.945717,-47568859.04,95137724.08
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0,11459.71984,141319.3376,20479.62608,-17910304.26,35820614.51
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0t120,9593.339729,99049.88519,9317.654973,-27610622.67,55221251.34
g1,n10e4,td190,l95,n500,n20,wgs,exp,all,9738.309341,100062.6978,9717.207616,-47715578.83,95431163.66
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0,9233.871446,96918.30832,8555.857189,-17888043.49,35776092.97
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0t120,9001.004206,94984.58111,7939.966956,-27576440.32,55152886.64
g1,n10e4,td190,l95,n500,n20,wgs,exp,all,9761.717985,97660.89709,9256.779942,-47592240.82,95184487.65
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0,11752.87876,196291.6331,29542.9631,-17835814.7,35671635.41
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0t120,9627.739114,98045.37416,9320.203937,-27456689.55,54913385.11
g1,n10e4,td190,l95,n500,n20,wgs,exp,all,9973.70235,98670.53348,9839.755642,-47352818.21,94705642.41
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0,11549.21811,198640.5264,29268.47959,-17819959.86,35639925.71
g1,n10e4,td190,l95,n500,n20,wgs,exp,t0t120,7703.155175,92535.90893,6315.495891,-27594770.38,55189546.75
g1,n10e4,td190,l95,n500,n20,wgs,exp,all,9358.296259,97274.08483,8786.09552,-47466391.52,94932789.04
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0,8649.139253,98530.44272,8276.438745,-70745.84789,141497.6958
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0t120,8108.625166,94356.86979,7301.935313,-110230.9026,220467.8052
g1,n10e4,td190,l95,n500,n200,rad10k,exp,all,9081.452409,98792.88802,9088.136484,-196348.6263,392703.2526
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0,8649.220204,91428.56246,7375.808944,-69605.83273,139217.6655
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0t120,8272.028313,88643.67594,6983.513233,-108573.5114,217153.0229
g1,n10e4,td190,l95,n500,n200,rad10k,exp,all,9261.342881,92136.32506,8451.055383,-192585.0983,385176.1967
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0,8844.498163,95645.93731,8090.651968,-70549.94877,141105.8975
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0t120,8168.900006,91469.39291,7067.262767,-109751.6384,219509.2768
g1,n10e4,td190,l95,n500,n200,rad10k,exp,all,9247.191019,95137.21257,8777.066469,-195126.8371,390259.6742
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0,8279.380892,90682.96803,6595.100684,-70556.0643,141118.1286
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0t120,8745.742771,91239.61091,7410.11831,-109869.5639,219745.1278
g1,n10e4,td190,l95,n500,n200,rad10k,exp,all,9438.654051,93808.37116,8612.75343,-195735.7944,391477.5887
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0,8105.759835,89192.8567,6152.651106,-70621.9412,141249.8824
g1,n10e4,td190,l95,n500,n200,rad10k,exp,t0t120,7713.140278,88077.6975,5993.406608,-110119.396,220244.792
g1,n10e4,td190,l95,n500,n200,rad10k,exp,all,8966.836207,91504.72415,7680.771276,-195391.8097,390789.6193
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0,8583.783716,93781.52476,7141.234421,-358860.8486,717727.6971
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0t120,8134.711396,90845.84383,6675.887846,-559762.9241,1119531.848
g1,n10e4,td190,l95,n500,n200,rad50k,exp,all,8876.988909,94049.48195,7888.208237,-992962.6897,1985931.379
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0,8451.504357,94612.17176,7292.652354,-355623.4631,711252.9261
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0t120,8642.80476,94375.40006,7783.272887,-553442.4818,1106890.964
g1,n10e4,td190,l95,n500,n200,rad50k,exp,all,9275.954327,96983.9071,8883.037554,-983622.5432,1967251.086
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0,8681.650926,97025.16605,7832.433617,-358137.9261,716281.8521
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0t120,8229.230952,93446.0176,7144.345136,-558119.601,1116245.202
g1,n10e4,td190,l95,n500,n200,rad50k,exp,all,9202.793501,97412.337,8683.878853,-991839.9886,1983685.977
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0,8502.52314,93932.97643,7242.74475,-355592.2446,711190.4893
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0t120,8113.814861,91043.75298,6778.112762,-554518.8142,1109043.628
g1,n10e4,td190,l95,n500,n200,rad50k,exp,all,8863.551748,93160.22143,7764.399768,-987259.0234,1974524.047
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0,8726.631632,95991.18377,7934.985251,-353985.2347,707976.4695
g1,n10e4,td190,l95,n500,n200,rad50k,exp,t0t120,8459.099848,100692.3632,9068.877313,-552199.5428,1104405.086
g1,n10e4,td190,l95,n500,n200,rad50k,exp,all,9349.426414,96130.56212,8913.095197,-978777.2288,1957560.458
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0,9069.504674,94453.83235,8132.386118,-49023.48925,98052.97851
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0t120,9341.948328,94325.599,8407.822807,-75126.455,150258.91
g1,n10e4,td190,l95,n500,n50,rad10k,exp,all,10803.16059,98710.80241,10979.69014,-132223.845,264453.6899
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0,9735.839935,100242.728,10014.65676,-49110.6177,98227.23539
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0t120,8818.477135,95066.70139,7967.742804,-75129.24192,150264.4838
g1,n10e4,td190,l95,n500,n50,rad10k,exp,all,9666.541434,98020.32618,9558.130171,-132147.2315,264300.463
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0,9511.111151,91482.75146,8276.469188,-48594.23915,97194.47829
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0t120,8666.392594,89465.55722,7133.860607,-74500.07649,149006.153
g1,n10e4,td190,l95,n500,n50,rad10k,exp,all,9290.147201,92652.27607,8328.896612,-130667.7254,261341.4508
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0,7814.838745,89935.19848,6034.329447,-49067.76112,98141.52224
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0t120,8360.350616,91357.08181,7008.534881,-75216.93609,150439.8722
g1,n10e4,td190,l95,n500,n50,rad10k,exp,all,9500.992717,95031.48927,8755.641741,-132305.9394,264617.8789
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0,9330.271902,102553.3837,9848.444864,-49230.87975,98467.7595
g1,n10e4,td190,l95,n500,n50,rad10k,exp,t0t120,9981.111569,925642.4512,56592.99021,-75571.40599,151148.812
g1,n10e4,td190,l95,n500,n50,rad10k,exp,all,9201.034229,99009.87127,9069.842938,-133384.7275,266775.4551
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0,9430.424273,98539.46381,9195.68033,-246690.5948,493387.1897
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0t120,9156.60053,96540.6443,8618.200041,-377832.6341,755671.2682
g1,n10e4,td190,l95,n500,n50,rad50k,exp,all,9695.118066,97970.52851,9442.5207,-663843.9995,1327693.999
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0,9228.144435,98725.20158,8758.493137,-249321.2421,498648.4842
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0t120,8778.979135,95933.04355,7849.36955,-382029.1657,764064.3314
g1,n10e4,td190,l95,n500,n50,rad50k,exp,all,9206.188699,97780.0195,8603.010338,-673022.0242,1346050.048
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0,9708.068824,100602.7576,9848.351681,-247868.1407,495742.2815
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0t120,8475.931938,94378.96138,7512.758647,-379855.7565,759717.513
g1,n10e4,td190,l95,n500,n50,rad50k,exp,all,10052.29747,102330.2544,10584.16634,-665605.6612,1331217.322
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0,9250.562674,95958.49963,8426.424722,-247550.3282,495106.6564
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0t120,10218.45832,661240.9227,51141.30216,-380044.593,760095.186
g1,n10e4,td190,l95,n500,n50,rad50k,exp,all,9651.132109,97226.19484,9158.089388,-667348.4023,1334702.805
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0,9137.669245,96858.25623,8327.65279,-249268.4536,498542.9071
g1,n10e4,td190,l95,n500,n50,rad50k,exp,t0t120,10350.55564,801033.8143,55715.99568,-383603.7152,767213.4305
g1,n10e4,td190,l95,n500,n50,rad50k,exp,all,9572.718133,97582.46567,8985.691102,-673395.8344,1346797.669
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0,10808.39939,223526.0905,29771.04483,-24968886.62,49937779.24
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0t120,8837.9641,95000.01656,7867.078708,-38256858.65,76513723.3
g1,n10e4,td190,l95,n500,n50,wgs,exp,all,9719.859857,97774.90781,9292.753744,-67291904.82,134583815.6
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0,10544.03695,225188.1597,29201.56526,-24868430.39,49736866.77
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0t120,8186.975572,93038.90619,6973.75092,-38217603.13,76435212.27
g1,n10e4,td190,l95,n500,n50,wgs,exp,all,9167.226024,95936.77182,8399.045244,-67104493.18,134208992.4
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0,10802.27206,223450.0487,29743.62145,-24980731.53,49961469.06
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0t120,8816.171003,94526.98078,7738.170322,-38292962.86,76585931.73
g1,n10e4,td190,l95,n500,n50,wgs,exp,all,9422.454788,96236.88795,8651.055029,-67279123.32,134558252.6
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0,8866.997728,101283.032,8865.523245,-25005139.69,50010285.39
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0t120,8830.763106,95399.02138,7935.372209,-38342947.1,76685900.21
g1,n10e4,td190,l95,n500,n50,wgs,exp,all,9983.847674,100439.9816,10059.33122,-67294544.52,134589095
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0,10840.96101,214580.8032,29041.77104,-24888855.41,49777716.83
g1,n10e4,td190,l95,n500,n50,wgs,exp,t0t120,9189.142099,96296.36665,8547.5349,-38118046.04,76236098.08
g1,n10e4,td190,l95,n500,n50,wgs,exp,all,9796.984574,98127.33522,9508.994821,-66936244.11,133872494.2